MetricKey,Metric,Source_Category
1065,Funding In US Dollars: AI Foundation (Private Investment) [ID:1ccb64c],Economy
1066,Funding In US Dollars: AI Foundation (Private Investment) [ID:9d06f31],Economy
1067,Funding In US Dollars: AI Medical Service Inc. (Private Investment) [ID:657c2a5],Economy
1068,Funding In US Dollars: AI Medical Service Inc. (Private Investment) [ID:7fd20f2],Economy
1069,"Funding In US Dollars: AI Metrics, LLC (Private Investment) [ID:4c72b69]",Economy
1070,"Funding In US Dollars: AI Narrator, Inc. (Private Investment) [ID:47a0ddd]",Economy
1071,"Funding In US Dollars: AI Narrator, Inc. (Private Investment) [ID:b47aac5]",Economy
1072,"Funding In US Dollars: AI Narrator, Inc. (Private Investment) [ID:cc29149]",Economy
1073,"Funding In US Dollars: AI Narrator, Inc. (Private Investment) [ID:e887acf]",Economy
1074,Funding In US Dollars: AI Palette Pte. Ltd. (Private Investment) [ID:1b29902],Economy
1075,Funding In US Dollars: AI Palette Pte. Ltd. (Private Investment) [ID:b3955da],Economy
1076,Funding In US Dollars: AI Partners SA (Private Investment) [ID:7ec47f4],Economy
1077,Funding In US Dollars: AI Parts (Private Investment) [ID:11edc46],Economy
1078,Funding In US Dollars: AI Parts (Private Investment) [ID:7941633],Economy
1079,Funding In US Dollars: AI Parts (Private Investment) [ID:db37176],Economy
1080,Funding In US Dollars: AI Samurai Inc. (Private Investment) [ID:88b892f],Economy
1081,Funding In US Dollars: AI TEA INC. (Private Investment) [ID:f52791e],Economy
1082,Funding In US Dollars: AI Therapeutics (Private Investment) [ID:bf268cd],Economy
1083,Funding In US Dollars: AI Therapeutics (Private Investment) [ID:ce2ea1c],Economy
1084,Funding In US Dollars: AI Travel Inc. (Private Investment) [ID:50c47a0],Economy
1085,Funding In US Dollars: AI Travel Inc. (Private Investment) [ID:96d44f8],Economy
1086,Funding In US Dollars: AI Xintou (Private Investment) [ID:21e3ff9],Economy
1087,Funding In US Dollars: AI inside Inc. (Private Investment) [ID:2806994],Economy
1088,Funding In US Dollars: AI inside Inc. (Private Investment) [ID:63f8785],Economy
1089,Funding In US Dollars: AI inside Inc. (Private Investment) [ID:abed405],Economy
1090,Funding In US Dollars: AI inside Inc. (Private Investment) [ID:cab83d6],Economy
1091,Funding In US Dollars: AI inside Inc. (Public Offering) [ID:2c95ff6],Economy
1092,Funding In US Dollars: AI-Drive (Private Investment) [ID:1708c7a],Economy
1093,Funding In US Dollars: AI-Prime (Private Investment) [ID:68a8460],Economy
1094,"Funding In US Dollars: AI.Reverie, Inc. (Private Investment) [ID:0f9c251]",Economy
1095,"Funding In US Dollars: AI21 Labs, LTD. (Private Investment) [ID:f6beae0]",Economy
1096,Funding In US Dollars: AI4ALL (Private Investment) [ID:84c9943],Economy
1097,Funding In US Dollars: AIAR EdTech AB (Private Investment) [ID:181cfd0],Economy
1098,Funding In US Dollars: AIAR EdTech AB (Private Investment) [ID:25d30a3],Economy
1099,Funding In US Dollars: AIAR EdTech AB (Private Investment) [ID:b091bf2],Economy
1100,Funding In US Dollars: AIAR EdTech AB (Private Investment) [ID:c19688e],Economy
1101,Funding In US Dollars: AIATOR (Private Investment) [ID:781ac43],Economy
1102,Funding In US Dollars: AIBRAIN LLC (Private Investment) [ID:a16db4a],Economy
1103,Funding In US Dollars: AIBoxx Solutions Pvt. Ltd (Private Investment) [ID:f3d5188],Economy
1104,Funding In US Dollars: AICRUX (Private Investment) [ID:3f36c8f],Economy
1105,"Funding In US Dollars: AICRobo Robotics (Shenzhen) Co., Ltd. (Private Investment) [ID:00d4d69]",Economy
1106,"Funding In US Dollars: AICRobo Robotics (Shenzhen) Co., Ltd. (Private Investment) [ID:d1edcb2]",Economy
1107,Funding In US Dollars: AICURA medical GmbH (Private Investment) [ID:3326588],Economy
1108,Funding In US Dollars: AIDOT (Private Investment) [ID:a36e7be],Economy
1109,Funding In US Dollars: AIQ (Private Investment) [ID:91f0559],Economy
1110,Funding In US Dollars: AIQ (Private Investment) [ID:bb96784],Economy
1111,"Funding In US Dollars: AIQ Solutions, Inc. (Private Investment) [ID:3511b84]",Economy
1112,Funding In US Dollars: AIQ corporation (Private Investment) [ID:a4cee67],Economy
1113,Funding In US Dollars: AISing Ltd. (Private Investment) [ID:1809ae2],Economy
1114,Funding In US Dollars: AISing Ltd. (Private Investment) [ID:d922a39],Economy
1115,Funding In US Dollars: AISpeech (Private Investment) [ID:277200b],Economy
1116,Funding In US Dollars: AISpeech (Private Investment) [ID:75d7f05],Economy
1117,Funding In US Dollars: AISpeech (Private Investment) [ID:cb60002],Economy
1118,"Funding In US Dollars: AIStorm, Inc. (Private Investment) [ID:8d1187e]",Economy
1119,Funding In US Dollars: AIXcoder (Private Investment) [ID:19529fe],Economy
1120,"Funding In US Dollars: AIZEN Global Co., Inc. (Private Investment) [ID:8d2e4e5]",Economy
1121,Funding In US Dollars: AIgatha (Private Investment) [ID:0383d32],Economy
1122,Funding In US Dollars: AImotive Informatikai Kft. (Private Investment) [ID:4dfe9d5],Economy
1123,Funding In US Dollars: AImotive Informatikai Kft. (Private Investment) [ID:78db26f],Economy
1124,Funding In US Dollars: ALGOMERCHANT Pte Ltd (Private Investment) [ID:da03fe7],Economy
1125,Funding In US Dollars: ALGOMERCHANT Pte Ltd (Private Investment) [ID:dd83788],Economy
1126,Funding In US Dollars: ALPHA10X (Private Investment) [ID:766f52b],Economy
1127,Funding In US Dollars: AMP Robotics Corporation (Private Investment) [ID:4464a9f],Economy
1128,Funding In US Dollars: AMP Robotics Corporation (Private Investment) [ID:e840096],Economy
1129,Funding In US Dollars: AMPLYFI Ltd. (Private Investment) [ID:2cdb52a],Economy
1130,Funding In US Dollars: AMPLYFI Ltd. (Private Investment) [ID:2e7820f],Economy
1131,Funding In US Dollars: AN Global I.T. S.A.P.I. de C.V. (Private Investment) [ID:da4b90e],Economy
1132,"Funding In US Dollars: ANAMNESE, SAS (Private Investment) [ID:45befde]",Economy
1133,Funding In US Dollars: AND GLOBAL LLC (Private Investment) [ID:a986800],Economy
1134,Funding In US Dollars: APPRL Fashion AB (Private Investment) [ID:968a119],Economy
1135,Funding In US Dollars: APPRL Fashion AB (Private Investment) [ID:f67c5cf],Economy
1136,Funding In US Dollars: ARMIS (Private Investment) [ID:36635b3],Economy
1137,Funding In US Dollars: ARMIS (Private Investment) [ID:c4a91b5],Economy
1138,"Funding In US Dollars: ARTBnk, LLC (Private Investment) [ID:266bbde]",Economy
1139,"Funding In US Dollars: ARTBnk, LLC (Private Investment) [ID:da38f1b]",Economy
1140,Funding In US Dollars: ARpalus (Private Investment) [ID:8c3c25e],Economy
1141,"Funding In US Dollars: ASAPP, Inc. (Private Investment) [ID:89a91db]",Economy
1142,Funding In US Dollars: ATLAN Space (Private Investment) [ID:74583bd],Economy
1143,Funding In US Dollars: ATLAN Space (Private Investment) [ID:9766fb2],Economy
1144,Funding In US Dollars: ATLAS AI P.B.C (Private Investment) [ID:b36984b],Economy
1145,Funding In US Dollars: ATN.io (Private Investment) [ID:4bd2fa7],Economy
1146,Funding In US Dollars: ATTAbotics Inc. (Private Investment) [ID:7cf1cf4],Economy
1147,Funding In US Dollars: ATTAbotics Inc. (Private Investment) [ID:a907c99],Economy
1148,Funding In US Dollars: AVA (Private Investment) [ID:636237a],Economy
1149,Funding In US Dollars: AVA Technologies Inc. (Private Investment) [ID:40d117a],Economy
1150,Funding In US Dollars: AVEVAI (Private Investment) [ID:2edf3ba],Economy
1151,Funding In US Dollars: AVLab (Private Investment) [ID:9465da9],Economy
1152,"Funding In US Dollars: AWL, Inc. (Private Investment) [ID:d838c24]",Economy
1153,Funding In US Dollars: AXON Vision (Private Investment) [ID:7d81921],Economy
1154,Funding In US Dollars: AYLIEN INC. (Private Investment) [ID:15826000],Economy
1155,Funding In US Dollars: AYLIEN INC. (Private Investment) [ID:1c427a4],Economy
1156,Funding In US Dollars: AYLIEN INC. (Private Investment) [ID:960b0f4],Economy
1157,Funding In US Dollars: AZmed (Private Investment) [ID:6c2f626],Economy
1158,Funding In US Dollars: Aavenir Software Pvt. Ltd (Private Investment) [ID:c2dd795],Economy
1159,Funding In US Dollars: AbCellera Biologics Inc. (Private Investment) [ID:03a8012],Economy
1160,Funding In US Dollars: AbCellera Biologics Inc. (Private Investment) [ID:0e18d00],Economy
1161,Funding In US Dollars: AbCellera Biologics Inc. (Private Investment) [ID:89ea8d4],Economy
1162,Funding In US Dollars: AbCellera Biologics Inc. (Private Investment) [ID:dae7de6],Economy
1163,Funding In US Dollars: Aba Inc. (Private Investment) [ID:5d8ef57],Economy
1164,Funding In US Dollars: Abacus Accounting Technologies GmbH (Private Investment) [ID:405ce5f],Economy
1165,"Funding In US Dollars: Abacus.AI, Inc. (Private Investment) [ID:7225fd1]",Economy
1166,"Funding In US Dollars: Abacus.AI, Inc. (Private Investment) [ID:773999999999999966653767355270543740189132789070912127917371586433807663235008754521019183433896994600177335823740934153494941292331624257454285602124405356643562724295822427014454431623052362935022751162373767168]",Economy
1167,"Funding In US Dollars: Abacus.AI, Inc. (Private Investment) [ID:cc8da4b]",Economy
1168,Funding In US Dollars: Abbots Technology (Private Investment) [ID:1babaff],Economy
1169,Funding In US Dollars: Abee Research Labs Private Limited (Private Investment) [ID:4167500],Economy
1170,"Funding In US Dollars: Abee Semi, Inc. (Private Investment) [ID:60cec26]",Economy
1171,"Funding In US Dollars: Ablacon, Inc. (Private Investment) [ID:f5d2860]",Economy
1172,Funding In US Dollars: Able Lending LLC (Private Investment) [ID:31f4654],Economy
1173,Funding In US Dollars: Ably Medical AS (Private Investment) [ID:24d450c],Economy
1174,Funding In US Dollars: Ably Medical AS (Private Investment) [ID:c73b6eb],Economy
1175,Funding In US Dollars: Above (Private Investment) [ID:595683a],Economy
1176,Funding In US Dollars: Abridge AI Inc. (Private Investment) [ID:b4325e2],Economy
1177,Funding In US Dollars: Abridge AI Inc. (Private Investment) [ID:e6a1f94],Economy
1178,Funding In US Dollars: Abyss Solutions Pty Ltd (Private Investment) [ID:92eea4e],Economy
1179,Funding In US Dollars: Abzu ApS (Private Investment) [ID:864ed07],Economy
1180,Funding In US Dollars: Accel Robotics Corporation (Private Investment) [ID:1c139d8],Economy
1181,Funding In US Dollars: Accel Robotics Corporation (Private Investment) [ID:3465c6d],Economy
1182,Funding In US Dollars: Accel Robotics Corporation (Private Investment) [ID:56e563f],Economy
1183,Funding In US Dollars: Accel Robotics Corporation (Private Investment) [ID:c466c3e],Economy
1184,"Funding In US Dollars: Acceldata, Inc. (Private Investment) [ID:a15811f]",Economy
1185,"Funding In US Dollars: Acceldata, Inc. (Private Investment) [ID:af90afe]",Economy
1186,Funding In US Dollars: Accelor.io (Private Investment) [ID:87cbf12],Economy
1187,Funding In US Dollars: Accern Corporation (Private Investment) [ID:97cffbf],Economy
1188,Funding In US Dollars: Accern Corporation (Private Investment) [ID:ab333ab],Economy
1189,Funding In US Dollars: Accern Corporation (Private Investment) [ID:c0b31d6],Economy
1190,"Funding In US Dollars: Acciyo, Inc (Private Investment) [ID:97dcc4b]",Economy
1191,Funding In US Dollars: Accompany (Merger/Acquisition) [ID:d3b2ff6],Economy
1192,Funding In US Dollars: Accompany (Private Investment) [ID:5ff9310],Economy
1193,"Funding In US Dollars: Accrualify, Inc. (Private Investment) [ID:5cd0abe]",Economy
1194,"Funding In US Dollars: Accrualify, Inc. (Private Investment) [ID:e4db312]",Economy
1195,Funding In US Dollars: AccuHit AI Technology (Private Investment) [ID:73ac3f4],Economy
